date,entity_name,entity_id,views
2021-11-21T00:00:00Z,Evropská_migrační_krize,1,105
2021-11-20T00:00:00Z,Evropská_migrační_krize,1,100
2021-11-19T00:00:00Z,Evropská_migrační_krize,1,100
2021-11-18T00:00:00Z,Evropská_migrační_krize,1,102
2021-11-17T00:00:00Z,Evropská_migrační_krize,1,101
2021-11-16T00:00:00Z,Evropská_migrační_krize,1,83
2021-11-15T00:00:00Z,Evropská_migrační_krize,1,73
2021-11-14T00:00:00Z,Evropská_migrační_krize,1,102
2021-11-13T00:00:00Z,Evropská_migrační_krize,1,99
2021-11-12T00:00:00Z,Evropská_migrační_krize,1,115
2021-11-11T00:00:00Z,Evropská_migrační_krize,1,114
2021-11-10T00:00:00Z,Evropská_migrační_krize,1,103
2021-11-09T00:00:00Z,Evropská_migrační_krize,1,118
2021-11-08T00:00:00Z,Evropská_migrační_krize,1,83
2021-11-07T00:00:00Z,Evropská_migrační_krize,1,79
2021-11-06T00:00:00Z,Evropská_migrační_krize,1,42
2021-11-05T00:00:00Z,Evropská_migrační_krize,1,80
2021-11-04T00:00:00Z,Evropská_migrační_krize,1,72
2021-11-03T00:00:00Z,Evropská_migrační_krize,1,71
2021-11-02T00:00:00Z,Evropská_migrační_krize,1,68
2021-11-01T00:00:00Z,Evropská_migrační_krize,1,158
2021-10-31T00:00:00Z,Evropská_migrační_krize,1,70
2021-10-30T00:00:00Z,Evropská_migrační_krize,1,63
2021-10-29T00:00:00Z,Evropská_migrační_krize,1,32
2021-10-28T00:00:00Z,Evropská_migrační_krize,1,50
2021-10-27T00:00:00Z,Evropská_migrační_krize,1,32
2021-10-26T00:00:00Z,Evropská_migrační_krize,1,57
2021-10-25T00:00:00Z,Evropská_migrační_krize,1,80
2021-10-24T00:00:00Z,Evropská_migrační_krize,1,54
2021-10-23T00:00:00Z,Evropská_migrační_krize,1,43
2021-10-22T00:00:00Z,Evropská_migrační_krize,1,44
2021-10-21T00:00:00Z,Evropská_migrační_krize,1,62
2021-10-20T00:00:00Z,Evropská_migrační_krize,1,71
2021-10-19T00:00:00Z,Evropská_migrační_krize,1,64
2021-10-18T00:00:00Z,Evropská_migrační_krize,1,79
2021-10-17T00:00:00Z,Evropská_migrační_krize,1,76
2021-10-16T00:00:00Z,Evropská_migrační_krize,1,44
2021-10-15T00:00:00Z,Evropská_migrační_krize,1,65
2021-10-14T00:00:00Z,Evropská_migrační_krize,1,44
2021-10-13T00:00:00Z,Evropská_migrační_krize,1,71
2021-10-12T00:00:00Z,Evropská_migrační_krize,1,89
2021-10-11T00:00:00Z,Evropská_migrační_krize,1,99
2021-10-10T00:00:00Z,Evropská_migrační_krize,1,93
2021-10-09T00:00:00Z,Evropská_migrační_krize,1,67
2021-10-08T00:00:00Z,Evropská_migrační_krize,1,82
2021-10-07T00:00:00Z,Evropská_migrační_krize,1,86
